"",".id","name","chrom","start","end","subject","AGI","At_symbol","At_description","perc_ID","aln_length","mismatch","gap_open","qstart","qend","sstart","send","eval","score"
"389","QTL3","Bra006051","A03",1764423,1768165,"AT5G10140.1","AT5G10140","AGL25;FLC;FLF;RSB6","MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin. Both maternal and paternal alleles are reset by vernalization, but their earliest activation differs in timing and location. Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3 to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex.;MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin.  Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3 to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex.",87.605,597,65,3,489,1082,591,1,0,738
"390","QTL3","Bra006052","A03",1768598,1770216,"AT5G10160.1","AT5G10160",NA,NA,87.444,669,72,2,219,887,1,657,0,830
"391","QTL3","Bra006053","A03",1770682,1773971,"AT5G10240.1","AT5G10240","ASN3","Encodes asparagine synthetase (ASN3).",88.545,1746,188,3,284,2026,1737,1,0,2244
"392","QTL3","Bra006054","A03",1775775,1777928,"AT5G10260.1","AT5G10260","AtRABH1e;RABH1e",NA,90.032,622,62,0,236,857,1,622,0,843
"393","QTL3","Bra006055","A03",1778741,1785669,"AT5G10280.1","AT5G10280","ATMYB64;ATMYB92;MYB92","Encodes a putative transcription factor (MYB92).",83.671,1035,124,5,727,1746,1,1005,0,1122
"394","QTL3","Bra006056","A03",1786758,1788400,"AT5G10360.1","AT5G10360","EMB3010;RPS6B","RPS6A and RPS6B are fully redundant and essential during gametogenesis.",89.6,750,78,0,159,908,750,1,0,1002
"395","QTL3","Bra006057","A03",1788592,1794698,"AT5G10370.1","AT5G10370",NA,NA,84.132,5029,754,9,316,5316,312,5324,0,5470
"396","QTL3","Bra006058","A03",1795179,1799408,"AT5G44050.1","AT5G44050",NA,NA,83.803,1420,212,2,465,1866,1420,1,0,1532
"397","QTL3","Bra006059","A03",1803890,1806752,"AT5G44050.1","AT5G44050",NA,NA,85.42,1454,194,4,168,1603,1454,1,0,1665
"398","QTL3","Bra006060","A03",1810967,1811537,"AT5G10430.1","AT5G10430","AGP4;ATAGP4","Encodes arabinogalactan-protein (AGP4).",79.108,426,71,3,1,426,408,1,4.89e-102,370
"399","QTL3","Bra006061","A03",1812899,1814646,"AT5G10450.1","AT5G10450","14-3-3lambda;AFT1;GRF6","Encodes a member of the 14-3-3 gene family that is a lambda isoform (14-3-3&#955;). Interacts with APX3 (ascorbate peroxidase) and AKR2 , suggesting a role in mediating oxidative metabolism in stress response. This protein was shown to colocalize and interact with SERK1 by which it is phosphorylated. This protein is also reported to interact with the phosphorylated form of the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1.",85.752,751,101,2,325,1075,747,3,0,868
"400","QTL3","Bra100527","A03",1818416,1821887,"AT1G40129.1","AT1G40129",NA,NA,90,50,5,0,221,270,1580,1531,3.64e-11,68
"401","QTL3","Bra006062","A03",1822226,1824293,"AT5G10480.1","AT5G10480","PAS2;PEP","Protein tyrosine phosphatase-like involved in cell division and differentiation. Interacts with CDKA;1 only in its phosphorylated form, preventing dephosphorylation. Overexpression slowed down cell division in suspension cell cultures at the G2-to-M transition and early  mitosis and inhibited Arabidopsis seedling growth. Localized in  the cytoplasm of dividing cells but moved into the nucleus upon cell differentiation. Based on complementation of yeast mutant PAS2 has acyl-CoA dehydratase activity. It interacts with CER10, a component of the microsomal fatty acid elongase complex, suggesting a role in synthesis of VLCFAs (very long chain fatty acids).",91.742,666,55,0,292,957,666,1,0,953
"402","QTL3","Bra006063","A03",1825094,1825894,"AT4G25710.1","AT4G25710",NA,NA,68.241,614,143,18,217,798,1108,515,1.11e-48,194
"403","QTL3","Bra006064","A03",1826554,1830511,"AT5G10490.1","AT5G10490","MSL2","A member of MscS-like gene family, structurally very similar to MSL3, comprising of an N-terminal chloroplast transit peptide, five trans-membrane helices and a C-terminal cytoplasmic domain. Mutant plants showed abnormalities in the size and shape of plastids. MSL2-GFP was localized to discrete foci on the plastid envelope and co-localize with the plastid division protein AtMinE.",86.684,1517,193,2,519,2035,1508,1,0,1824
"404","QTL3","Bra006065","A03",1836913,1841589,"AT5G10510.2","AT5G10510","AIL6;PLT3","Encodes an AP2-domain transcription factor involved in root stem cell identity and root development.",84.237,1770,162,20,361,2040,3,1745,0,1950
"405","QTL3","Bra006066","A03",1842184,1844280,"AT5G10530.1","AT5G10530","LecRK-IX.1",NA,82.09,1971,329,4,135,2096,1956,1,0,1966
"406","QTL3","Bra006067","A03",1845401,1850093,"AT5G10540.1","AT5G10540","TOP2",NA,92.165,2106,165,0,100,2205,1,2106,0,3054
"407","QTL3","Bra006068","A03",1849922,1852689,"AT5G10550.1","AT5G10550","GTE2","This gene is predicted to encode a bromodomain-containing protein. A plant line expressing RNAi constructs targeted against GTE7 shows some resistance to agrobacterium-mediated root transformation.",81.519,1277,175,10,4,1245,1962,712,0,1249
"408","QTL3","Bra006069","A03",1855836,1858703,"AT5G10630.1","AT5G10630",NA,NA,87.5,1648,186,3,265,1893,358,2004,0,2048
"409","QTL3","Bra006070","A03",1858815,1861886,"AT5G10650.1","AT5G10650",NA,NA,79.224,1598,202,17,336,1823,1578,1,0,1425
"410","QTL3","Bra006072","A03",1867026,1869227,"AT5G10660.1","AT5G10660",NA,NA,81.301,1230,167,10,16,1188,1,1224,0,1193
"411","QTL3","Bra006071","A03",1867041,1868292,"AT5G10660.1","AT5G10660",NA,NA,80.99,768,101,7,1,729,1,762,0,737
"412","QTL3","Bra006073","A03",1869215,1872419,"AT5G10710.2","AT5G10710",NA,NA,85.806,937,112,3,267,1197,1,922,0,1095
"413","QTL3","Bra006074","A03",1874846,1876617,"AT5G10720.1","AT5G10720","AHK5;CKI2;HK5","member of Histidine Kinase",82.701,1081,160,2,129,1185,6,1083,0,1122
"414","QTL3","Bra006075","A03",1879928,1884842,"AT5G10720.1","AT5G10720","AHK5;CKI2;HK5","member of Histidine Kinase",84.069,2787,351,11,321,3032,1,2769,0,3059
"415","QTL3","Bra006076","A03",1885223,1886608,"AT5G10745.1","AT5G10745",NA,NA,91.026,156,14,0,133,288,1,156,4.6e-56,219
"416","QTL3","Bra006077","A03",1887118,1888621,"AT5G10750.1","AT5G10750",NA,NA,84.759,912,136,1,289,1200,1,909,0,1016
"417","QTL3","Bra006078","A03",1889637,1892322,"AT5G10840.1","AT5G10840","EMP1",NA,93.504,585,38,0,1439,2023,1947,1363,0,884
"418","QTL3","Bra006079","A03",1891737,1894462,"AT5G10840.1","AT5G10840","EMP1",NA,90.198,1918,183,2,827,2740,1947,31,0,2607
"419","QTL3","Bra006080","A03",1895327,1898370,"AT5G10840.1","AT5G10840","EMP1",NA,91.279,1915,162,1,131,2045,38,1947,0,2700
"420","QTL3","Bra006081","A03",1898752,1901498,"AT5G01960.1","AT5G01960",NA,NA,82.701,1318,157,19,293,1576,1,1281,0,1328
"421","QTL3","Bra006082","A03",1904895,1906671,"AT5G10950.1","AT5G10950",NA,NA,77.872,235,37,5,758,977,284,50,1.04e-44,181
"422","QTL3","Bra006083","A03",1911165,1912567,"AT5G10960.1","AT5G10960",NA,NA,80.526,837,160,2,254,1090,1,834,0,769
"423","QTL3","Bra006084","A03",1912943,1913444,"AT5G10980.1","AT5G10980","H3.3",NA,87.363,182,23,0,1,182,411,230,1.91e-58,224
"424","QTL3","Bra006085","A03",1921530,1924704,"AT5G11060.1","AT5G11060","KNAT4","A member of Class II KN1-like homeodomain transcription factors (together with KNAT3 and KNAT5), with greatest homology to the maize knox1 homeobox protein. Expression regulated by light. Detected in all tissues examined, but most prominent in leaves and young siliques. Transient expression of GFP translational fusion protein suggests bipartite localization in nucleus and cytoplasm. KNAT4 promoter activity showed cell-type specific pattern along longitudinal root axis; GUS expression pattern started at the elongation zone, predominantly in the phloem and pericycle cells, extending to endodermis toward the base of the root.",87.354,1202,108,4,530,1707,1,1182,0,1505
"425","QTL3","Bra006086","A03",1928178,1928913,"AT5G11070.1","AT5G11070",NA,NA,79.437,462,80,6,240,689,459,1,1.95e-108,392
"426","QTL3","Bra006087","A03",1931534,1932381,"AT1G53530.1","AT1G53530",NA,NA,86.835,357,47,0,11,367,17,373,1.29e-120,432
"427","QTL3","Bra006088","A03",1936336,1936990,"AT5G11090.1","AT5G11090",NA,NA,76.551,661,109,14,1,635,1,641,2.24e-132,471
"428","QTL3","Bra006090","A03",1946163,1950952,"AT5G11110.1","AT5G11110","ATSPS2F;KNS2;SPS1;SPS2F;SPSA2","Encodes a protein with putative sucrose-phosphate synthase activity.Involved in pollen exine formation.",85.769,3162,390,10,169,3288,1,3144,0,3683
"429","QTL3","Bra006091","A03",1951373,1954524,"AT5G11200.2","AT5G11200","UAP56b",NA,89.435,549,58,0,1,549,1461,913,0,729
"430","QTL3","Bra006092","A03",1957863,1959492,"AT5G11230.1","AT5G11230",NA,NA,82.838,1043,173,2,290,1329,1,1040,0,1070
"431","QTL3","Bra006093","A03",1960439,1960793,"AT5G11250.1","AT5G11250",NA,NA,72.701,348,92,1,7,354,3342,2998,3.85e-50,197
"432","QTL3","Bra006094","A03",1961261,1965536,"AT5G11250.1","AT5G11250",NA,NA,77.347,3611,714,40,43,3595,3565,1,0,2738
"433","QTL3","Bra006095","A03",1966370,1969885,"AT5G11250.1","AT5G11250",NA,NA,80.687,1688,302,10,1573,3245,2349,671,0,1552
"434","QTL3","Bra006096","A03",1982353,1984053,"AT5G11410.1","AT5G11410",NA,NA,76.84,1019,211,10,133,1134,1011,1,0,751
"435","QTL3","Bra006097","A03",1988867,1993216,"AT5G11470.1","AT5G11470","ASI1;IBM2",NA,78.444,1118,181,11,909,2014,1090,21,0,935
"436","QTL3","Bra006098","A03",1996571,1997970,"AT3G25860.1","AT3G25860","LTA2;PLE2","Nuclear encoded dihydrolipoamide S-acetyltransferase (LTA2) that encodes teh  Pyruvate Decarboxylase E2 subunit. Mutant has embryo defect.",78.834,326,57,2,272,591,920,601,2.67e-74,279
"437","QTL3","Bra006099","A03",1999135,2001585,"AT5G11480.1","AT5G11480",NA,NA,85.654,955,122,1,130,1069,955,1,0,1113
"612","QTL5","Bra006100","A03",2001990,2006151,"AT5G11490.1","AT5G11490",NA,NA,91.143,2529,215,3,246,2768,1,2526,0,3546
"613","QTL5","Bra006101","A03",2006227,2008487,"AT5G11500.1","AT5G11500",NA,NA,93.21,648,44,0,150,797,1,648,0,971
"614","QTL5","Bra006102","A03",2009316,2013899,"AT5G11510.1","AT5G11510","AtMYB3R4;MYB3R-4","Arabidopsis thaliana putative c-myb-like transcription factor MYB3R-4.  Functions in powdery mildew induced host endoreduplication at the site of infection.",84.783,1104,105,6,193,1233,109,1212,0,1263
"615","QTL5","Bra006103","A03",2013877,2016937,"AT5G11520.1","AT5G11520","ASP3;YLS4","Encodes the chloroplastic isozyme of aspartate aminotransferase.  Involved in aspartate biosynthesis and nitrogen metabolism. mRNA is expressed in senescing leaves.",90.14,1359,125,1,345,1703,1350,1,0,1851
"616","QTL5","Bra006104","A03",2027477,2031144,"AT5G11530.1","AT5G11530","EMF1","Involved in regulating reproductive development",70.889,2566,360,52,374,2645,1,2473,0,1375
"617","QTL5","Bra006106","A03",2039244,2040151,"AT5G11560.1","AT5G11560",NA,NA,88.476,269,27,1,21,289,2949,2685,1.71e-94,345
"618","QTL5","Bra006107","A03",2045981,2050039,"AT5G11670.1","AT5G11670","ATNADP-ME2;NADP-ME2","The malic enzyme (EC 1.1.1.40) encoded by AtNADP-ME2 is presumably a cytosolic enzyme involved in malate metabolism and possibly assisting the oxidative pentose phosphate pathway. AtNADP-ME2 counts for the major part of NADP-ME activity in mature tissues of Arabidopsis.",92.134,1767,139,0,210,1976,1,1767,0,2560
"619","QTL5","Bra006108","A03",2050477,2052404,"AT5G11680.1","AT5G11680",NA,NA,89.583,624,65,0,257,880,1,624,0,832
"620","QTL5","Bra006109","A03",2052463,2053798,"AT2G37410.1","AT2G37410","ATTIM17-2;TIM17;TIM17-2","Mitochondrial inner membrane translocase. Together with AtTIM17-1, TIM17-2 has a long C-terminal extension not present in other TIMs. The extension is located in the outer membrane and so TIM17-2 links the inner and outer mitochondrial membranes. The C-terminal region is essential for protein import into mitochondria via the general import pathway but is not necessary for import via the carrier pathway.",78.125,384,82,2,228,610,1,383,7.63e-83,307
"621","QTL5","Bra006110","A03",2055358,2064455,"AT5G11700.2","AT5G11700",NA,NA,90.726,3666,331,2,1157,4813,3666,1,0,5077
"622","QTL5","Bra006111","A03",2069383,2074685,"AT5G11720.1","AT5G11720",NA,NA,86.12,2608,338,2,341,2927,103,2707,0,3085
"623","QTL5","Bra006112","A03",2073047,2074652,"AT1G05890.1","AT1G05890","ARI5;ATARI5",NA,79.235,1517,290,9,31,1541,1547,50,0,1297
"624","QTL5","Bra006113","A03",2075938,2077947,"AT5G11730.1","AT5G11730",NA,NA,85.563,1136,164,0,378,1513,26,1161,0,1310
"625","QTL5","Bra006114","A03",2078739,2081278,"AT5G11730.1","AT5G11730",NA,NA,85.101,792,112,1,1,786,1,792,0,897
"782","QTL9","Bra002115","A10",11432805,11438126,"AT5G17910.1","AT5G17910",NA,NA,77.849,1562,198,17,2640,4091,2026,503,0,1314
"783","QTL9","Bra002114","A10",11446617,11449308,"AT4G08580.1","AT4G08580",NA,NA,84.174,1308,189,2,626,1915,1308,1,0,1433
"784","QTL9","Bra002113","A10",11449526,11450360,"AT5G17870.1","AT5G17870","PSRP6","plastid-specific ribosomal protein 6 precursor (Psrp-6) - like",84.709,327,41,2,359,685,318,1,1e-99,363
"785","QTL9","Bra002112","A10",11454962,11457018,"AT5G17860.1","AT5G17860","CAX7",NA,85.813,1734,219,3,114,1841,1,1713,0,2030
"786","QTL9","Bra002110","A10",11458910,11461015,"AT5G17850.1","AT5G17850",NA,NA,81.091,1687,251,13,119,1744,1680,1,0,1608
"787","QTL9","Bra002109","A10",11462842,11464506,"AT5G17830.1","AT5G17830",NA,NA,74.571,700,164,5,613,1305,816,124,1.59e-125,450
"788","QTL9","Bra002108","A10",11471778,11473917,"AT5G17810.1","AT5G17810","WOX12","Encodes a WUSCHEL-related homeobox gene family member with 65 amino acids in its homeodomain. Proteins in this family contain a sequence of eight residues (TLPLFPMH) downstream of the homeodomain called the WUS box.",86.1,777,87,6,119,883,40,807,0,906
"789","QTL9","Bra002107","A10",11475494,11477796,"AT5G17800.1","AT5G17800","AtMYB56;MYB56","Member of the R2R3 factor gene family.",80.317,1011,124,11,159,1133,972,1,0,944
"790","QTL9","Bra002106","A10",11483299,11485867,"AT5G17790.1","AT5G17790","VAR3","Encodes a 85.9 kDa protein containing novel repeats and zinc fingers described as protein interaction domains.  VAR3 is a part of a protein complex required for normal chloroplast and palisade cell development.  Mutants display a variegated phenotype due to somatic areas lacking or containing developmentally retarded chloroplasts and greatly reduced numbers of palisade cells.",78.334,2317,296,22,1,2151,1,2277,0,2003
"791","QTL9","Bra002105","A10",11486152,11488251,"AT5G17780.2","AT5G17780",NA,NA,82.24,1250,189,6,109,1328,11,1257,0,1256
"792","QTL9","Bra002104","A10",11488542,11490948,"AT5G17770.1","AT5G17770","ATCBR;CBR;CBR1","Encodes NADH:cytochrome (Cyt) b5 reductase that displayed strict specificity to NADH for the reduction of a recombinant Cyt b5 (AtB5-A), whereas no Cyt b5 reduction was observed when NADPH was used as the electron donor.",89.835,846,86,0,152,997,1,846,0,1139
"793","QTL9","Bra002103","A10",11492655,11494584,"AT5G17760.1","AT5G17760",NA,NA,85.055,1539,206,4,145,1680,1,1518,0,1743
"794","QTL9","Bra002102","A10",11495162,11496741,"AT5G17720.1","AT5G17720",NA,NA,84.966,1337,186,4,5,1338,1325,1,0,1501
"795","QTL9","Bra002101","A10",11512326,11514479,"AT5G17710.2","AT5G17710","EMB1241",NA,86.28,984,108,3,56,1015,1,981,0,1177
"796","QTL9","Bra040634","A10",11574604,11576170,"AT1G46264.1","AT1G46264","AT-HSFB4;HSFB4;SCZ","Encodes SCHIZORIZA, a member of Heat Shock Transcription Factor (Hsf) family. Functions as a nuclear factor regulating asymmetry of stem cell divisions.",78.154,1062,145,17,213,1202,1,1047,0,872
"797","QTL9","Bra040636","A10",11592624,11594698,"AT2G17750.1","AT2G17750","NIP1","Intrinsic thylakoid membrane  protein that fixes RPOTmp on the stromal side of the thylakoid  membrane.",74.329,1192,284,8,83,1269,15,1189,0,755
"798","QTL9","Bra008561","A10",11614219,11618389,"AT5G17330.1","AT5G17330","GAD;GAD1","Encodes one of two isoforms of glutamate decarboxylase.",90.987,1509,136,0,150,1658,1509,1,0,2109
"799","QTL9","Bra008562","A10",11632168,11636969,"AT1G34650.1","AT1G34650","HDG10","Encodes a homeobox-leucine zipper family protein belonging to the HD-ZIP IV family.",75.91,2088,456,16,94,2165,67,2123,0,1469
"800","QTL9","Bra008563","A10",11640540,11642775,"AT5G17300.1","AT5G17300","RVE1","Myb-like transcription factor that regulates hypocotyl growth by  regulating free auxin levels in a time-of-day specific manner.",82.572,1073,139,9,305,1347,83,1137,0,1095
"801","QTL9","Bra008564","A10",11643125,11645518,"AT5G17290.1","AT5G17290","APG5;ATATG5;ATG5","Autophagy protein ATG5. Forms a conjugate with ATG12 with an essential role in plant nutrient recycling. Mutants missing ATG5 display early senescence and are hypersensitive to nitrogen or carbon starvation, accompanied by a more rapid loss of organellar and cytoplasmic proteins.",85.968,1012,112,4,16,1006,10,1012,0,1195
"802","QTL9","Bra008565","A10",11645744,11646134,"AT5G17280.1","AT5G17280",NA,NA,75.077,325,57,4,18,318,379,55,3.08e-58,224
"803","QTL9","Bra008566","A10",11646341,11651597,"AT5G17270.1","AT5G17270",NA,NA,87.532,2703,322,4,1,2691,2700,1,0,3351
"804","QTL9","Bra008567","A10",11657154,11658852,"AT5G17260.1","AT5G17260","anac086;NAC086",NA,83.46,659,91,2,1,653,331,977,0,704
"805","QTL9","Bra008568","A10",11661895,11666144,"AT5G17250.1","AT5G17250",NA,NA,86.335,2049,230,9,1,2006,1,2042,0,2437
"806","QTL9","Bra008569","A10",11669919,11672940,"AT5G17230.1","AT5G17230","PSY","Encodes phytoene synthase.",87.786,1269,131,4,268,1530,7,1257,0,1593
"807","QTL9","Bra102308","A10",11676214,11676680,"AT1G64295.1","AT1G64295",NA,NA,77.355,552,119,2,6,557,546,1,2.03e-119,428
"808","QTL9","Bra008570","A10",11677574,11678679,"AT5G17220.1","AT5G17220","ATGSTF12;GST26;GSTF12;TT19","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002). Mutants display no pigments on leaves and stems.",88.837,645,69,1,97,738,645,1,0,838
"809","QTL9","Bra008571","A10",11679060,11680849,"AT5G17210.1","AT5G17210",NA,NA,81.918,636,109,3,337,972,630,1,3.33e-177,621
"810","QTL9","Bra008572","A10",11682580,11684991,"AT5G17200.1","AT5G17200",NA,NA,76.685,1261,255,9,30,1287,3,1227,0,944
"811","QTL9","Bra008573","A10",11685502,11685895,"AT5G17190.1","AT5G17190",NA,NA,82.952,393,67,0,1,393,393,1,4.59e-113,407
"812","QTL9","Bra008575","A10",11686976,11687928,"AT5G17170.1","AT5G17170","ENH1",NA,92.263,517,40,0,13,529,807,291,0,753
"813","QTL9","Bra008576","A10",11694316,11694625,"AT5G17160.1","AT5G17160",NA,NA,78.859,298,42,2,13,307,334,613,2.73e-70,264
"814","QTL9","Bra008577","A10",11695926,11696813,"AT5G17150.1","AT5G17150",NA,NA,75.276,453,108,2,106,556,145,595,6.21e-83,307
"815","QTL9","Bra102310","A10",11699555,11699933,"AT1G12630.1","AT1G12630",NA,"encodes a member of the DREB subfamily A-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 17 members in this subfamily including TINY.",80.282,71,14,0,1,71,105,35,1.43e-10,66.2
"816","QTL9","Bra102311","A10",11704171,11704597,"AT1G62350.1","AT1G62350",NA,NA,75.46,326,54,7,7,308,540,217,1.02e-56,219
"817","QTL9","Bra008579","A10",11704756,11706976,"AT5G17060.1","AT5G17060","ARFB1B;ATARFB1B","A member of ARF GTPase family. A thaliana has 21 members of this family, known to be essential for vesicle coating and uncoating and functions in GTP-binding. Gene encoding ADP-ribosylation factor and similar to ADP-ribosylation factor 1; ARF 1 (GP:385340) {Drosophila melanogaster), other ARFs and ARF-like proteins.",91.883,579,47,0,314,892,579,1,0,832
"818","QTL9","Bra008580","A10",11707325,11715266,"AT5G17020.1","AT5G17020","ATCRM1;ATXPO1;HIT2;XPO1;XPO1A","Encodes a member of the exportin protein family (XPO1A) which functions as receptors for nuclear export. Binds to a variety of proteins having  leucine rich export signals.Along with XPO1B involved with development of the male and female gametophytes.",91.055,3231,286,1,386,3616,3228,1,0,4522
"819","QTL9","Bra008581","A10",11717695,11719236,"AT5G17000.1","AT5G17000",NA,NA,87.729,1035,121,1,37,1065,4,1038,0,1296
"820","QTL9","Bra008582","A10",11718857,11722634,"AT5G16930.1","AT5G16930",NA,NA,90.594,1935,174,3,1937,3865,1933,1,0,2663
